,Time,Username,Tweets,STOP_REMOVAL,Label
197,2022-06-09 22:58:08+00:00,komunitasgurusd,mengapa anak cepat bosan sekolah berikut alasan yang harus diperhatikan ibu bapak selengkapnya httpstcoptjdt9ixan,anak cepat bosan sekolah alasan diperhatikan selengkapnya httpstcoptjdt9ixan,neutral
198,2022-06-09 18:12:47+00:00,yldtaaa, badanbahasa halo sahabatbahasa dan sahabatdikbud sekarang sudah tahu kan padanan istilah forehand dan backhand nah sekarang pert , badanbahasa halo sahabatbahasa sahabatdikbud padanan istilah forehand backhand pert ,neutral
199,2022-06-09 16:52:26+00:00,dahayutama30, kemdikbud_ri ternyata peristiwa tersebut disebut dengan listrik statis benda yang bermuatan listrik negatif dapat menarik bendabenda , kemdikbud_ri peristiwa listrik statis benda bermuatan listrik negatif menarik bendabenda ,neutral
200,2022-06-09 14:15:20+00:00,iQrom, badanbahasa halo sahabatbahasa dan sahabatdikbud sekarang sudah tahu kan padanan istilah forehand dan backhand nah sekarang pert , badanbahasa halo sahabatbahasa sahabatdikbud padanan istilah forehand backhand pert ,neutral
201,2022-06-09 14:14:39+00:00,TengkarSeputro, badanbahasa halo sahabatbahasa dan sahabatdikbud sekarang sudah tahu kan padanan istilah forehand dan backhand nah sekarang pert , badanbahasa halo sahabatbahasa sahabatdikbud padanan istilah forehand backhand pert ,neutral
202,2022-06-09 14:13:34+00:00,dapatkatabaru, badanbahasa halo sahabatbahasa dan sahabatdikbud sekarang sudah tahu kan padanan istilah forehand dan backhand nah sekarang pert , badanbahasa halo sahabatbahasa sahabatdikbud padanan istilah forehand backhand pert ,neutral
203,2022-06-09 14:11:32+00:00,BadanBahasa,halo sahabatbahasa dan sahabatdikbud sekarang sudah tahu kan padanan istilah forehand dan backhand nah sekara httpstcokxsclhzpfh,halo sahabatbahasa sahabatdikbud padanan istilah forehand backhand sekara httpstcokxsclhzpfh,neutral
204,2022-06-09 14:08:29+00:00,himasosunej21,kampus mengajar telah dibukaa pendaftaran kampus mengajar angkatan segera daftarkan diri kalian untuk berga httpstco7cbqrfep4s,kampus mengajar dibukaa pendaftaran kampus mengajar angkatan daftarkan berga httpstco7cbqrfep4s,neutral
205,2022-06-09 14:00:21+00:00,orbitacademyid,kirakira mahasiswai kampus merdeka orbitjagoai yang tadi ikut satu hari orbit udah pada sampe rumah belum httpstcozhpjvojtzw,kirakira mahasiswai kampus merdeka orbitjagoai orbit udah sampe rumah httpstcozhpjvojtzw,neutral
206,2022-06-09 13:53:22+00:00,SJagat321, raurakinanthi rawra01 izin nambahin kak pmm2 pmm pertukaranmahasiswamerdeka kampusmerdeka httpstcolmk3cxbmbe, raurakinanthi rawra01 izin nambahin kak pmm2 pmm pertukaranmahasiswamerdeka kampusmerdeka httpstcolmk3cxbmbe,neutral
207,2022-06-09 13:53:19+00:00,SJagat321, lvyrslff_ rawra01 logika nya saja jika data kami tidak lengkap kami tidak bisa menuju tahap selanjutnya jadi apa ini kesalahan pure , lvyrslff_ rawra01 logika nya data lengkap tahap kesalahan pure ,positif
208,2022-06-09 13:25:18+00:00,rawra01, raurakinanthi rawra01 izin nambahin kak pmm2 pmm pertukaranmahasiswamerdeka kampusmerdeka httpstcolmk3cxbmbe, raurakinanthi rawra01 izin nambahin kak pmm2 pmm pertukaranmahasiswamerdeka kampusmerdeka httpstcolmk3cxbmbe,neutral
209,2022-06-09 13:24:41+00:00,raurakinanthi,rawra01 izin nambahin kak pmm2 pmm pertukaranmahasiswamerdeka kampusmerdeka httpstcolmk3cxbmbe,rawra01 izin nambahin kak pmm2 pmm pertukaranmahasiswamerdeka kampusmerdeka httpstcolmk3cxbmbe,neutral
210,2022-06-09 13:02:14+00:00,twidiw, kemdikbud_ri sahabatdikbud penggaris plastik yang digosokgosok dengan kain wol atau rambut kering ketika didekatkan potongan ker , kemdikbud_ri sahabatdikbud penggaris plastik digosokgosok kain wol rambut kering didekatkan potongan ker ,neutral
211,2022-06-09 12:57:00+00:00,Kemdikbud_RI,ternyata peristiwa tersebut disebut dengan listrik statis benda yang bermuatan listrik negatif dapat menarik benda httpstcovvoczlk0dm,peristiwa listrik statis benda bermuatan listrik negatif menarik benda httpstcovvoczlk0dm,neutral
212,2022-06-09 12:56:56+00:00,Kemdikbud_RI,sahabatdikbud penggaris plastik yang digosokgosok dengan kain wol atau rambut kering ketika didekatkan potong httpstco2p9bcjnx3d,sahabatdikbud penggaris plastik digosokgosok kain wol rambut kering didekatkan potong httpstco2p9bcjnx3d,neutral
213,2022-06-09 12:51:16+00:00,1n1sial_A, ryn69374814 nungguin chat dari ayang nungguin email dari pmm ayo dong admin pmm kirim kan saya email saya juga kan mau ikutt , ryn69374814 nungguin chat ayang nungguin email pmm ayo admin pmm kirim email ikutt ,neutral
214,2022-06-09 12:51:12+00:00,rawra01, lvyrslff_ rawra01 logika nya saja jika data kami tidak lengkap kami tidak bisa menuju tahap selanjutnya jadi apa ini kesalahan pure , lvyrslff_ rawra01 logika nya data lengkap tahap kesalahan pure ,positif
215,2022-06-09 12:49:37+00:00,Ryn69374814,nungguin chat dari ayang nungguin email dari pmm ayo dong admin pmm kirim kan saya email saya juga kan httpstcospcgfiha7n,nungguin chat ayang nungguin email pmm ayo admin pmm kirim email httpstcospcgfiha7n,neutral
216,2022-06-09 12:44:05+00:00,lvyrslff_,rawra01 logika nya saja jika data kami tidak lengkap kami tidak bisa menuju tahap selanjutnya jadi apa ini kesal httpstco2zielgwd3p,rawra01 logika nya data lengkap tahap kesal httpstco2zielgwd3p,neutral
217,2022-06-09 12:43:10+00:00,yourtikaaa,bismillah masih available det ready premium langsung aja buat naikin score kalian ada harga khusus lohhh murah httpstcows2zvcwzpf,bismillah available det ready premium langsung aja naikin score harga khusus lohhh murah httpstcows2zvcwzpf,positif
218,2022-06-09 12:27:26+00:00,rawra01, 1n1sial_a saya juga salah satu yang gak dapat email dan gak bisa mengikuti survei kebinekaan minimal kalo gak lulus pihak pmm harus , 1n1sial_a salah gak email gak mengikuti survei kebinekaan minimal kalo gak lulus pmm ,negative
219,2022-06-09 12:27:06+00:00,1n1sial_A,saya juga salah satu yang gak dapat email dan gak bisa mengikuti survei kebinekaan minimal kalo gak lulus pihak httpstcor6bwursy0f,salah gak email gak mengikuti survei kebinekaan minimal kalo gak lulus httpstcor6bwursy0f,negative
220,2022-06-09 12:25:30+00:00,rawra01, misykaatulm_ rawra01 nangis bangetbelum apa apa udah gugur pmm2 kampusmerdeka, misykaatulm_ rawra01 nangis bangetbelum udah gugur pmm2 kampusmerdeka,neutral
221,2022-06-09 12:19:58+00:00,misykaatulm_,rawra01 nangis bangetbelum apa apa udah gugur pmm2 kampusmerdeka,rawra01 nangis bangetbelum udah gugur pmm2 kampusmerdeka,neutral
222,2022-06-09 12:17:12+00:00,Haris49560442,pmm2 daftardiawaltersingkirduluan tolong kebijakannyaaaa nadiemmakarim kampusmerdeka pertukaranmahasiswamerdek httpstcohmwr6cgwlc,pmm2 daftardiawaltersingkirduluan tolong kebijakannyaaaa nadiemmakarim kampusmerdeka pertukaranmahasiswamerdek httpstcohmwr6cgwlc,neutral
223,2022-06-09 12:15:11+00:00,Haris49560442, rawra01 kebinekaan semoga langkah kalian dimudahkan sampai tahap terakhir dari kami rekan seperjuangan yang gugur tengah , rawra01 kebinekaan semoga langkah dimudahkan tahap rekan seperjuangan gugur ,neutral
224,2022-06-09 12:07:00+00:00,rawra01, kebinekaan semoga langkah kalian dimudahkan sampai tahap terakhir dari kami rekan seperjuangan yang gugur httpstcomgpxrdwmxf, kebinekaan semoga langkah dimudahkan tahap rekan seperjuangan gugur httpstcomgpxrdwmxf,neutral
225,2022-06-09 12:00:21+00:00,Archezies, magangstudi tolong kami bantu viralkan supaya cepat diurus kami mahasiswa magang kampus merdeka sudah kerja hampir bulan tapi , magangstudi tolong bantu viralkan cepat diurus mahasiswa magang kampus merdeka kerja ,neutral
226,2022-06-09 11:53:42+00:00,HexxaHS, kemdikbud_ri sahabatdikbud saatnya kamu berkontribusi dalam pemajuan literasi siswa indonesia klub literasi sekolah kls 2022 , kemdikbud_ri sahabatdikbud berkontribusi pemajuan literasi siswa indonesia klub literasi sekolah kls 2022 ,neutral
227,2022-06-09 11:35:12+00:00,NikenViant, educology_id hai sahabatedu ada kabar baik nih untuk kita semua terhitung hingga akhir mei 2022 hampir seluruh sekolah ind , educology_id hai sahabatedu kabar nih terhitung mei 2022 sekolah ind ,neutral
228,2022-06-09 10:37:17+00:00,komunitasgurusd,mengapa nilai ujian anak jelek meski sudah belajar berikut penyebabnya selengkapnya httpstcofjiyqvdyd0 httpstcoz7gxoe8pmr,nilai ujian anak jelek belajar penyebabnya selengkapnya httpstcofjiyqvdyd0 httpstcoz7gxoe8pmr,neutral
229,2022-06-09 09:38:01+00:00,PAUDDikdasmen,dengan adanya sosialisasi ini diharapkan seluruh stakeholders pendidikan dapat memahami substabsi rapor pendidikan httpstcovdxyyop00h,sosialisasi diharapkan stakeholders pendidikan memahami substabsi rapor pendidikan httpstcovdxyyop00h,neutral
230,2022-06-09 09:32:28+00:00,dodi_nr,halo guys perkenalkan namaku dodi nurramadhan alumni dari program kampusmerdekari yang saat ini tergabung akm httpstcoaktegplmrk,halo guys perkenalkan namaku dodi nurramadhan alumni program kampusmerdekari tergabung akm httpstcoaktegplmrk,neutral
231,2022-06-09 09:31:40+00:00,HumasUnp,tim inspektorat kemendikbud ristek monev implementasi menuju wbkwbbm httpstcofz2s6mpo9t httpstco0ftkl47he4,tim inspektorat kemendikbud ristek monev implementasi wbkwbbm httpstcofz2s6mpo9t httpstco0ftkl47he4,neutral
232,2022-06-09 09:17:45+00:00,YLumbardo,terkait program kampusmerdekari mendapatkan relasi dan teman dari seluruh indonesia serta sharing bersama untuk httpstco6cq7gel7hk,terkait program kampusmerdekari relasi teman indonesia sharing httpstco6cq7gel7hk,neutral
233,2022-06-09 09:17:29+00:00,QITEPinLanguage, kemdikbud_ri sahabatdikbud saatnya kamu berkontribusi dalam pemajuan literasi siswa indonesia klub literasi sekolah kls 2022 , kemdikbud_ri sahabatdikbud berkontribusi pemajuan literasi siswa indonesia klub literasi sekolah kls 2022 ,neutral
234,2022-06-09 09:17:17+00:00,YLumbardo,halo guys perkenalkan namaku yehezkiel lumbardo padang alumni dari program kampusmerdekari yang saat ini terg httpstcoxuoc7m67xp,halo guys perkenalkan namaku yehezkiel lumbardo padang alumni program kampusmerdekari terg httpstcoxuoc7m67xp,neutral
235,2022-06-09 09:15:32+00:00,aisyatire, kemdikbud_ri sahabatdikbud saatnya kamu berkontribusi dalam pemajuan literasi siswa indonesia klub literasi sekolah kls 2022 , kemdikbud_ri sahabatdikbud berkontribusi pemajuan literasi siswa indonesia klub literasi sekolah kls 2022 ,neutral
236,2022-06-09 09:04:16+00:00,polinema_campus,pendaftaran kampus mengajar angkatan telah dibuka pendaftaran diperpanjang sampai dengan juni 2022 info httpstcovcmhk1wsol,pendaftaran kampus mengajar angkatan dibuka pendaftaran diperpanjang juni 2022 info httpstcovcmhk1wsol,neutral
237,2022-06-09 08:58:22+00:00,nata_asnat212,wujudkan merdeka belajar dengan hybrid ecosystem classroom mendukung guru dan siswa bisa belajar lebih efektif httpstcosdheyzsiyg,wujudkan merdeka belajar hybrid ecosystem classroom mendukung guru siswa belajar efektif httpstcosdheyzsiyg,neutral
238,2022-06-09 07:57:57+00:00,BBhsAceh, badanbahasa halo sahabatbahasa dan sahabatdikbud apa buku cerita bergambar favorit sahabatbahasa dan sahabatdikbud rabuberli , badanbahasa halo sahabatbahasa sahabatdikbud buku cerita bergambar favorit sahabatbahasa sahabatdikbud rabuberli ,neutral
239,2022-06-09 07:38:52+00:00,udinhou, kemdikbud_ri sahabatdikbud saatnya kamu berkontribusi dalam pemajuan literasi siswa indonesia klub literasi sekolah kls 2022 , kemdikbud_ri sahabatdikbud berkontribusi pemajuan literasi siswa indonesia klub literasi sekolah kls 2022 ,neutral
240,2022-06-09 07:25:09+00:00,kekepoanku, kemdikbud_ri sahabatdikbud saatnya kamu berkontribusi dalam pemajuan literasi siswa indonesia klub literasi sekolah kls 2022 , kemdikbud_ri sahabatdikbud berkontribusi pemajuan literasi siswa indonesia klub literasi sekolah kls 2022 ,neutral
241,2022-06-09 07:24:32+00:00,Kemdikbud_RI,jangan sampai terlewat periode pendaftaran berlangsung juni 2022 informasi selengkapnya kunjungi httpstcop0y3xjyz6m,terlewat periode pendaftaran juni 2022 informasi selengkapnya kunjungi httpstcop0y3xjyz6m,neutral
242,2022-06-09 07:24:27+00:00,Kemdikbud_RI,sahabatdikbud saatnya kamu berkontribusi dalam pemajuan literasi siswa indonesia klub literasi sekolah kls httpstcoxob3swvwsg,sahabatdikbud berkontribusi pemajuan literasi siswa indonesia klub literasi sekolah kls httpstcoxob3swvwsg,neutral
243,2022-06-09 07:20:03+00:00,yellowmycat, humasunp open recruitment ganto vol informasi selengkapnya httpstco1ob31y6wux universitasnegeripadang humasunp kampusmerdek , humasunp open recruitment ganto vol informasi selengkapnya httpstco1ob31y6wux universitasnegeripadang humasunp kampusmerdek ,neutral
244,2022-06-09 07:14:14+00:00,HumasUnp,open recruitment ganto vol informasi selengkapnya httpstco1ob31y6wux universitasnegeripadang humasunp httpstco33nvbol3xc,open recruitment ganto vol informasi selengkapnya httpstco1ob31y6wux universitasnegeripadang humasunp httpstco33nvbol3xc,neutral
245,2022-06-09 06:58:45+00:00,SaputraAR94_, ditpsd_dikbud sungai terpanjang indonesia yaitu sungai kapuas sungai kapuas terletak kalimantan barat sungai kapuas menjadi , ditpsd_dikbud sungai terpanjang indonesia sungai kapuas sungai kapuas terletak kalimantan barat sungai kapuas ,neutral
246,2022-06-09 06:56:22+00:00,kb_ntb,sahabatbahasa dan sahabatdikbud kutipankamis hari ini dari tere liye dalam bukunya yang berjudul daun yang jatu httpstcoaszb3cl1y3,sahabatbahasa sahabatdikbud kutipankamis tere liye bukunya berjudul daun jatu httpstcoaszb3cl1y3,neutral
247,2022-06-09 06:53:41+00:00,unikomtwit, informasi pendaftaran panitia seleksi pansel satgas anti kekerasan seksual unikom pendaftaran dibuka mula httpstcoda3intnl84, informasi pendaftaran panitia seleksi pansel satgas anti kekerasan seksual unikom pendaftaran dibuka httpstcoda3intnl84,neutral
248,2022-06-09 06:44:36+00:00,qoirunnisaputri, educology_id hai sahabatedu ada kabar baik nih untuk kita semua terhitung hingga akhir mei 2022 hampir seluruh sekolah ind , educology_id hai sahabatedu kabar nih terhitung mei 2022 sekolah ind ,neutral
249,2022-06-09 06:28:52+00:00,updatecpns_com,seleksi pppk jabatan fungsional guru tahun 2021 bagi ibu dan bapak guru yang sudah lolos seleksi tahun lalu sege httpstcovilnh0zqb7,seleksi pppk jabatan fungsional guru 2021 guru lolos seleksi sege httpstcovilnh0zqb7,neutral
250,2022-06-09 06:02:34+00:00,PAUDDikdasmen,sobatbelajar kali ini kita akan membahas tentang yang sering ditanyakan oleh sobat terkait implementasi kurikulum httpstcorjs1g3ol5o,sobatbelajar kali membahas sobat terkait implementasi kurikulum httpstcorjs1g3ol5o,neutral
251,2022-06-09 06:02:27+00:00,nugraharani, educology_id hai sahabatedu ada kabar baik nih untuk kita semua terhitung hingga akhir mei 2022 hampir seluruh sekolah ind , educology_id hai sahabatedu kabar nih terhitung mei 2022 sekolah ind ,neutral
252,2022-06-09 05:35:56+00:00,v_putriw, educology_id hai sahabatedu ada kabar baik nih untuk kita semua terhitung hingga akhir mei 2022 hampir seluruh sekolah ind , educology_id hai sahabatedu kabar nih terhitung mei 2022 sekolah ind ,neutral
253,2022-06-09 05:31:01+00:00,educology_id,hai sahabatedu ada kabar baik nih untuk kita semua terhitung hingga akhir mei 2022 hampir seluruh sekolah httpstcoztwwfvjzsv,hai sahabatedu kabar nih terhitung mei 2022 sekolah httpstcoztwwfvjzsv,neutral
254,2022-06-09 05:29:06+00:00,orbitacademyid,semoga seluruh mahasiswai kampus merdeka orbitjagoai sukses dan bisa menjadi lulusan terbaik bagi nusa dan bangsa httpstcodoseunzm2g,semoga mahasiswai kampus merdeka orbitjagoai sukses lulusan terbaik nusa bangsa httpstcodoseunzm2g,neutral
255,2022-06-09 05:11:36+00:00,KamiPengajar,jadi patut disadari sobat dalam hidup pastinya banyak tantangan namun bagaimana kita mampu untuk melewati tan httpstcofpnba0som5,patut disadari sobat hidup pastinya tantangan melewati tan httpstcofpnba0som5,neutral
256,2022-06-09 05:01:42+00:00,ditpsd_dikbud,sungai terpanjang indonesia yaitu sungai kapuas sungai kapuas terletak kalimantan barat sungai kapuas menja httpstcoepseqophhs,sungai terpanjang indonesia sungai kapuas sungai kapuas terletak kalimantan barat sungai kapuas menja httpstcoepseqophhs,neutral
257,2022-06-09 04:01:44+00:00,orbitacademyid, have fun bgt satu hari orbit buat yang belom bisa mampir itss okay semoga event selanjutnya kita bis httpstco3f6grttg8q, have fun bgt orbit belom mampir itss okay semoga event bis httpstco3f6grttg8q,positif
258,2022-06-09 03:46:57+00:00,orbitacademyid, wahh ada photobooth juga nih jadi bisa fotofoto kece buat upload sosmed orbitfutureacademy httpstcojyhvbj1b7e, wahh photobooth nih fotofoto kece upload sosmed orbitfutureacademy httpstcojyhvbj1b7e,neutral
259,2022-06-09 03:35:33+00:00,KamiPengajar, kemdikbud_ri sahabatdikbud yuk ikuti silaturahmi merdekabelajar muhibah jalur rempah napak tilas perdagangan rempah nusantara , kemdikbud_ri sahabatdikbud yuk ikuti silaturahmi merdekabelajar muhibah jalur rempah napak tilas perdagangan rempah nusantara ,neutral
260,2022-06-09 03:35:07+00:00,alsani_alim, ipbofficial prestasiipb meniti langkah menuju yang terbaik bukanlah hal yang mudah namun ini kan terus kulakukan demi citacita muli , ipbofficial prestasiipb meniti langkah terbaik mudah kulakukan citacita muli ,neutral
261,2022-06-09 03:23:57+00:00,ini_hilwaaa, itsmebilzs yuk bisa yuk katanya janji bulan mei termin2 cair trs janjinya hari kerja baru cair ini udh bulan juni kasian rekan , itsmebilzs yuk yuk janji mei termin2 cair trs janjinya kerja cair udh juni kasian rekan ,neutral
262,2022-06-09 03:16:14+00:00,hwiicute, adhitari alumnibercerita sharing seputar pmm dari persiapan berkas sampai akhir program dan sedikit bahas mengenai pmm thread , adhitari alumnibercerita sharing seputar pmm persiapan berkas program bahas pmm thread ,neutral
263,2022-06-09 03:13:25+00:00,adheliameei,matcharamels lesyeuxdebyla mohon perhatiannya kampusmerdekari kampusmerdeka itjen_kemdikbud puspendikri saat httpstco4y42mtxsjx,matcharamels lesyeuxdebyla mohon perhatiannya kampusmerdekari kampusmerdeka itjen_kemdikbud puspendikri httpstco4y42mtxsjx,neutral
264,2022-06-09 03:08:55+00:00,laxquaxyi,matcharamels lesyeuxdebyla wkwkwkwkwkk cairkantermin2 cairkandanaterminke2 kampusmengajar kampusmerdeka kampusmengajar3,matcharamels lesyeuxdebyla wkwkwkwkwkk cairkantermin2 cairkandanaterminke2 kampusmengajar kampusmerdeka kampusmengajar3,neutral
265,2022-06-09 03:00:09+00:00,orbitacademyid,morning orbitians hari ini kantor orbit future academy kedatangan mahasiswamahasiswi kampus merdeka loh kirakir httpstcon30dhn7rrw,morning orbitians kantor orbit future academy kedatangan mahasiswamahasiswi kampus merdeka loh kirakir httpstcon30dhn7rrw,neutral
266,2022-06-09 02:36:09+00:00,ajinhaha, ipbofficial prestasiipb meniti langkah menuju yang terbaik bukanlah hal yang mudah namun ini kan terus kulakukan demi citacita muli , ipbofficial prestasiipb meniti langkah terbaik mudah kulakukan citacita muli ,neutral
267,2022-06-09 02:28:05+00:00,MasHanifAbdul, ipbofficial prestasiipb meniti langkah menuju yang terbaik bukanlah hal yang mudah namun ini kan terus kulakukan demi citacita muli , ipbofficial prestasiipb meniti langkah terbaik mudah kulakukan citacita muli ,neutral
268,2022-06-09 02:23:48+00:00,tauniversity,doaku hari ini jauhkanlah aku dari rasa malas tauniversity tanriabenguniversity kampusmerdeka,doaku jauhkanlah malas tauniversity tanriabenguniversity kampusmerdeka,neutral
269,2022-06-09 02:17:30+00:00,FBS_UNNES, kemdikbud_ri sahabatdikbud ayo daftarkan dirimu untuk mengikuti seleksi pendidikan profesi guru prajabatan ppg 2022 informasi , kemdikbud_ri sahabatdikbud ayo daftarkan dirimu mengikuti seleksi pendidikan profesi guru prajabatan ppg 2022 informasi ,neutral
270,2022-06-09 02:06:07+00:00,kb_ntb,sahabatbahasa dan sahabatdikbud jangan lupa simak acara siaran bahasa dan sastra besok jumat juni 2022 puku httpstcogwbr2u3hus,sahabatbahasa sahabatdikbud lupa simak acara siaran bahasa sastra besok jumat juni 2022 puku httpstcogwbr2u3hus,neutral
271,2022-06-09 02:02:01+00:00,gtkdikmendiksus,hai sahabat gtk webinar ikm silakan daftar httpstcokxlpn2ykcd atau saksikan melalui livestreaming youtu httpstco1ezlbicuh4,hai sahabat gtk webinar ikm silakan daftar httpstcokxlpn2ykcd saksikan livestreaming youtu httpstco1ezlbicuh4,neutral
272,2022-06-09 01:28:36+00:00,rapynr,lesyeuxdebyla setelah denger tmntmn kamjar angkatan kemarin keluh kesah karna uang saku telat ini itu aing httpstconlegrmzaf8,lesyeuxdebyla denger tmntmn kamjar angkatan kemarin keluh kesah karna uang saku telat aing httpstconlegrmzaf8,neutral
273,2022-06-09 00:40:26+00:00,echo_kilo_oscar,menentukan perangkat ajar terbaik menciptakan lingkungan belajar produktif diskusikan dengan kami dgn menghubungi httpstco9t5jox7dbo,menentukan perangkat ajar terbaik menciptakan lingkungan belajar produktif diskusikan dgn menghubungi httpstco9t5jox7dbo,neutral
274,2022-06-09 00:31:39+00:00,LPMP_RIAU, pauddikdasmen sobatbelajar ditjen paud dikdas dan dikmen akan menyelenggarakan webinar rekonsiliasi sisa dana bos 2020 dan , pauddikdasmen sobatbelajar ditjen paud dikdas dikmen menyelenggarakan webinar rekonsiliasi sisa dana bos 2020 ,neutral
275,2022-06-09 00:31:25+00:00,LPMP_RIAU, ditpsd_dikbud tahukah sahabatsekolahdasar apa nama sungai terpanjang indonesia jawab kolom komentar merdekabelajar , ditpsd_dikbud tahukah sahabatsekolahdasar nama sungai terpanjang indonesia kolom komentar merdekabelajar ,neutral
276,2022-06-09 00:24:28+00:00,Jhansens045,panitia sampah cairkanterminkedua nadiemmakarim kampusmerdeka,panitia sampah cairkanterminkedua nadiemmakarim kampusmerdeka,neutral
277,2022-06-09 00:11:07+00:00,Firmansyahlepi, ipbofficial prestasiipb meniti langkah menuju yang terbaik bukanlah hal yang mudah namun ini kan terus kulakukan demi citacita muli , ipbofficial prestasiipb meniti langkah terbaik mudah kulakukan citacita muli ,neutral
278,2022-06-09 00:10:50+00:00,Kiyutxxx, humasunp hari kedua pomprov 2022 kontingen unp puncaki klasemen dengan medali httpstcot9244kxena universitasnegeripadang hum , humasunp pomprov 2022 kontingen unp puncaki klasemen medali httpstcot9244kxena universitasnegeripadang hum ,neutral
279,2022-06-09 00:02:58+00:00,ipbofficial,prestasiipb meniti langkah menuju yang terbaik bukanlah hal yang mudah namun ini kan terus kulakukan demi citaci httpstco4im2arecv6,prestasiipb meniti langkah terbaik mudah kulakukan citaci httpstco4im2arecv6,neutral
280,2022-06-08 23:14:03+00:00,HumasUnp,tim panjat tebing unp borong medali emas httpstcoldtfskdhyv universitasnegeripadang humasunp httpstcoddphwiphou,tim panjat tebing unp borong medali emas httpstcoldtfskdhyv universitasnegeripadang humasunp httpstcoddphwiphou,neutral
281,2022-06-08 23:13:42+00:00,putu_gp, kemdikbud_ri selamat memperingati galungan dan kuningan sahabatdikbud umat hindu semoga ida sang hyang widhi wasa memberikan keseja , kemdikbud_ri selamat memperingati galungan kuningan sahabatdikbud umat hindu semoga ida sang hyang widhi wasa keseja ,neutral
282,2022-06-08 22:35:31+00:00,onnowpurbo, sopian714 onnowpurbo izin pak klu ada teman prqktisi utk bantu ngajar institusi pendidikan dibawah kemendikbud ristek httpstco , sopian714 onnowpurbo izin klu teman prqktisi utk bantu ngajar institusi pendidikan dibawah kemendikbud ristek httpstco ,neutral
283,2022-06-08 15:49:57+00:00,AdhitAri,boleh deh kita sharing tentang program mbkm terutama pmm gezzz akmbergerak alumnikampusmerdeka pmm httpstcoj2gzn7igaf,deh sharing program mbkm pmm gezzz akmbergerak alumnikampusmerdeka pmm httpstcoj2gzn7igaf,neutral
284,2022-06-08 14:40:45+00:00,mtchachltteey,collegemenfess pantau ignya aja kampusmerdekari dsana bnyak info2 mau buka pendaftaran gelombang berikutnya,collegemenfess pantau ignya aja kampusmerdekari dsana bnyak info2 buka pendaftaran gelombang,neutral
285,2022-06-08 14:16:56+00:00,psyahida, badanbahasa halo sahabatbahasa dan sahabatdikbud apa buku cerita bergambar favorit sahabatbahasa dan sahabatdikbud rabuberli , badanbahasa halo sahabatbahasa sahabatdikbud buku cerita bergambar favorit sahabatbahasa sahabatdikbud rabuberli ,neutral
286,2022-06-08 14:02:52+00:00,BadanBahasa,halo sahabatbahasa dan sahabatdikbud apa buku cerita bergambar favorit sahabatbahasa dan sahabatdikbud httpstcov4ba5upbcl,halo sahabatbahasa sahabatdikbud buku cerita bergambar favorit sahabatbahasa sahabatdikbud httpstcov4ba5upbcl,neutral
287,2022-06-08 13:49:49+00:00,bambang_aja,humasjabar wilujeng wengi min punten utk japres tingkat sma selain piagam suket pengcab apakah hrs ada suket pen httpstcoyiwnznlrre,humasjabar wilujeng wengi min punten utk japres tingkat sma piagam suket pengcab hrs suket pen httpstcoyiwnznlrre,neutral
288,2022-06-08 12:42:51+00:00,Rita_Mf_Jannah,international magazine pilih kelas sunyi bak kuburan ribut atau hidup httpstco4yvpahiirl guru httpstcoabklcrpq5a,international magazine pilih kelas sunyi bak kuburan ribut hidup httpstco4yvpahiirl guru httpstcoabklcrpq5a,neutral
289,2022-06-08 12:29:43+00:00,NikenViant, educology_id hai sahabatedu wah jadi ini lho yang dilakukan beberapa daerah sebagai bentuk upaya menghadapi kurikulum merdeka yang , educology_id hai sahabatedu lho daerah bentuk upaya menghadapi kurikulum merdeka ,neutral
290,2022-06-08 12:20:08+00:00,abikchaa, itsmebilzs yuk bisa yuk katanya janji bulan mei termin2 cair trs janjinya hari kerja baru cair ini udh bulan juni kasian rekan , itsmebilzs yuk yuk janji mei termin2 cair trs janjinya kerja cair udh juni kasian rekan ,neutral
291,2022-06-08 11:52:26+00:00,yourkindap, itsmebilzs yuk bisa yuk katanya janji bulan mei termin2 cair trs janjinya hari kerja baru cair ini udh bulan juni kasian rekan , itsmebilzs yuk yuk janji mei termin2 cair trs janjinya kerja cair udh juni kasian rekan ,neutral
292,2022-06-08 11:50:42+00:00,Pija65, pija65 heh ini gimanaa habis ini apa lagii cairkantermin2 kampusmerdeka kampusmengajar3 httpstco2wxexz8iaa, pija65 heh gimanaa habis lagii cairkantermin2 kampusmerdeka kampusmengajar3 httpstco2wxexz8iaa,neutral
293,2022-06-08 11:43:02+00:00,ElektroUMY,sosialisasi magang dan studi independen bersertifikat msib universitas muhammadiyah yogyakarta kembali catat httpstcon8cvfh1akv,sosialisasi magang studi independen bersertifikat msib universitas muhammadiyah yogyakarta catat httpstcon8cvfh1akv,neutral
294,2022-06-08 11:14:54+00:00,Pija65,heh ini gimanaa habis ini apa lagii cairkantermin2 kampusmerdeka kampusmengajar3 httpstco2wxexz8iaa,heh gimanaa habis lagii cairkantermin2 kampusmerdeka kampusmengajar3 httpstco2wxexz8iaa,neutral
295,2022-06-08 10:58:42+00:00,qoirunnisaputri, educology_id hai sahabatedu wah jadi ini lho yang dilakukan beberapa daerah sebagai bentuk upaya menghadapi kurikulum merdeka yang , educology_id hai sahabatedu lho daerah bentuk upaya menghadapi kurikulum merdeka ,neutral
